Geography,ACS2012,ACS2012moe,ACS2017,ACS2017moe
Hebron,3.4,1.2,2.1,0.8
Mansfield,3.5,1,2,0.5
Somers,7.4,3.2,3.7,1.7
Stafford,7.9,2.3,5.7,2.1
Tolland,2.3,1.3,1.1,0.7
Union,6.3,4.3,2.7,1.6
Vernon,6.6,1.5,6.1,1.4
Willington,5,2.3,7.1,4.8
Ashford,7.2,2.9,4.2,2.4
Brooklyn,5,2.3,4.1,2
Canterbury,8.1,3.4,10.6,4.8
Chaplin,10.6,4.2,4.5,2.1
Eastford,5.3,2.1,4,2.4
Hampton,6.7,3.2,4.7,2
Killingly,8.4,1.7,5.1,2.3
Plainfield,8.8,2.3,5.1,1.7
Pomfret,6.8,5.1,2.5,1.9
Putnam,14.7,4.1,7.9,2.6
Scotland,8.8,4.7,4.6,2.3
Sterling,13.1,4.9,7.7,3.1
Thompson,8.1,3.1,2.3,0.9
Windham,12.1,2.4,6.4,1.2
Woodstock,5.2,2.1,2.6,1.8
101.01,3.9,2,3.5,1.9
101.02,3.4,2.4,2.9,1.6
102.01,1.5,0.9,3.3,2.8
102.02,1.7,1.1,4.6,2.6
103,5.5,3.8,2.8,1.9
104,9,3.6,7.8,3.6
105,11.1,5,10.5,4
106,7.4,4,2.6,2.3
107,5.4,2.7,6.7,3.5
108,6.1,3.4,6.3,3.8
109,6.9,2.2,2.7,1.4
110,2.1,1.5,3.8,1.7
111,1.9,1.2,1,1
112,3.6,3,3.8,4
113,22.7,6.7,16.3,5.2
201,16.7,7.1,14.4,8.6
202,3.2,2.6,4,3.6
203,5.7,2.6,1.2,1
204,9.6,10.5,2.8,1.6
205,2.8,1.9,0.8,0.9
206,5.4,2.8,6.1,2.6
207,6.1,3.1,8.2,4.3
208,6.2,3,5.4,3.1
209,13.8,4.6,8.9,4.8
210,7,3.5,6.1,3.2
211,14.1,4.4,12.3,5.2
212,5.4,3.1,2.4,1.7
213,17.8,5.7,6.3,3.2
214,40.7,8.7,21.1,6.8
215,30.7,7.6,25.3,4.8
216,18.1,5.4,11.1,5.1
217,18.3,5.8,9.5,4.4
218.01,17.4,8,14.6,5.4
218.02,20.7,6.6,16.8,5.5
219,22,7.6,13.5,5.3
220,17.9,8.5,20.5,8.4
221,41,7.3,28.4,5.7
222,55.4,7.6,25.5,4.9
223,32.6,6.5,23.9,8.4
224,5.2,2.6,0.9,0.8
301,1.2,1.1,0.1,0.2
302,3.8,4.1,6.6,6.5
303,2.5,1.7,1.6,1.6
304,1.8,1.3,1.2,1.2
305,1.9,2,0.6,0.7
351,3.8,2.3,6.5,5.7
352,0.3,0.4,7.4,7.5
353,0.9,0.9,4.6,2.9
354,0.9,0.9,1.7,1.8
425,2,1.7,16.6,6.6
426,4.3,3.1,15.8,5.2
427,5.8,3.4,6.4,3.8
428,9.2,4.2,16.4,9
429,1.4,2,6.1,3.1
430,8.6,5.2,14,5.3
431,5.7,2,15.4,4.8
432,20.5,8.8,17.1,7.6
433,12,5.5,17.2,6.2
434,26.1,6.5,29.8,5.9
435,8.2,4.1,12.1,5.3
436,6.7,3.7,15.4,5.1
437,32.5,10,24.7,7.7
438,15.6,4.6,17.4,6.6
439,11.9,5.6,22.9,9.9
440,26.6,7.3,25.8,10.1
441,16.1,7.3,31.1,8.4
442,16.8,4.9,16.4,5.9
443,5.5,2.7,9.5,2.4
444,17.8,6.8,34.9,9.3
445,24.3,7.9,33,9.1
446,1.4,1,10.3,6.4
451.01,1.4,1.6,3.7,3.1
451.02,1.5,1,3.2,2.9
452,0.3,0.4,4.5,3
453,1,1,2.1,1.7
454,3.5,2.7,0.8,1
501,2.4,1.8,3,2.6
502,4,2.2,5.1,3
503,3.4,2.2,1.2,1
504,3.8,3.5,5.6,3.8
505,3.5,2.1,1.5,1.1
506,0.9,0.8,2.1,2.1
551,1,0.7,2.4,1.7
552,1.5,1.1,3.6,2.3
601,3.9,2.3,7.5,3.9
602,3.7,2.1,2.3,1.3
603,2.7,2,2.7,1.9
604,1.6,1.3,3.6,2.3
605,1.9,1.9,1.1,0.8
606,4.2,3.7,2.5,2.3
607,1.5,0.8,1.8,0.8
608,0,1.7,2.2,2.2
609,4.3,4.1,1.6,1
610,3.8,2.5,6,3.6
611,3.9,2,4.4,2.5
612,3.4,2,10.3,5.2
613,10.7,6.6,12.2,6.4
614,5.7,3.1,14.7,6.8
615,3,2.5,3.5,2.7
616,4.1,2.5,1,1
701,25.3,7.8,18.9,8.2
702,26.9,10.2,17.7,5.8
703,6.5,5.2,9.7,5.6
704,13.1,7.2,11.3,4.2
705,18,8.3,18.6,9.9
706,15,7.6,9.7,4.6
709,21.8,6.6,15.3,5.2
710,32.2,8.2,22.2,6
711,33.1,7.1,18.8,5.1
712,20.1,5.9,19.4,4.1
713,28.7,8.3,14,5.5
714,36.5,9.4,31.9,6.2
716,26.5,12.6,11.3,6
719,30.1,7.9,20.2,6.5
720,30.1,7.8,29.1,7.8
721,10.6,5.4,17.7,6.8
722,22.3,7.7,16.8,6.4
723,23.9,6.3,17.4,5.5
724,16.5,8,29.1,9.5
725,15.2,5,13.2,7
726,14,4.5,7.1,4
727,21.2,7.6,14.5,4.8
728,13.7,4.4,12.7,4.7
729,15.3,4.8,7.8,3.6
730,7.5,5,3.2,2.4
731,9.7,3.7,8.7,5.8
732,32.6,9.8,12.2,5.6
733,17.3,8,20.2,6
734,16.8,5.7,17.1,5.8
735,25.2,7.1,15,5.1
736,17.6,9.5,25.8,6.3
737,19.7,6.4,16.3,4.8
738,28.5,7.5,12,5.7
739,24.2,7.9,15.2,6.2
740,18.5,9.7,9.6,4.8
743,21.7,4.7,13.9,4.4
744,20,7.3,17,4.7
801,13.2,3.9,5.1,2.2
802,11.3,3.3,9.5,3.3
804,26,10.7,7.6,4
805,6.3,5.7,2.7,2
806,12.1,4.8,8.9,3.8
807,16.6,8.6,5.7,3.5
808,4,1.9,6.9,5.2
809,9.9,5.6,3.3,2.2
810,13.6,6.1,4.9,2.3
811,2.7,1.8,1.4,1.4
812,5.3,2.2,2.6,1.6
813,1.1,1,2.8,2.1
901,2.3,1.7,0.5,0.6
902,2.3,1.3,2.9,2.1
903,2.9,1.3,3.9,1.9
904,5.7,2.2,3.5,2.7
905,4.2,2.5,3.1,1.6
906,4.8,2.3,2.9,2.6
907,2.1,1.1,3.4,2.1
1001,2.4,1.6,2.9,2.4
1002,2.5,1.3,0.3,0.4
1003,5.3,2.8,2.7,1.7
1051,1.2,1,3.4,2.1
1052,2.3,1.2,4.4,3
1101,17.1,7.4,9.1,5.4
1102.01,5.3,2.3,4.4,1.8
1102.02,6.9,2.6,3.3,1.7
1103.01,5.2,2.2,3.9,2.1
1103.02,2.2,1.7,3.8,2.1
1104,4.2,2.6,1,0.9
1105,4.7,3,2.1,1.3
1106,3.5,2,5.7,2.6
2001,5.6,2.8,12.2,4.1
2002,15.8,8.5,9.1,3.9
2003.01,2.4,1.4,4,2.3
2003.02,4.9,2.3,3.7,2.3
2051,5.5,2.3,1.1,0.9
2052,4.7,2.6,0.9,0.7
2053,5.8,3,2.6,2.3
2101,36.3,9.1,27.9,8.1
2102,40.1,6.5,34.3,5.3
2103,24.2,6.5,22,5.4
2104,21.5,5.6,19.8,5.9
2105,17.1,5.9,5.4,2.1
2106,25.6,6.4,41,8
2107.01,31.9,8.3,26.1,6.9
2107.02,17.1,6.8,22.7,6
2108,4.7,2.2,5.8,3.1
2109,6.1,2.7,2.5,1.9
2110,10.3,5.9,11.9,5.2
2111,0,57.1,0,63.2
2112,12.6,5.1,8,3.4
2113,7.6,3.1,3,2.2
2114,5.7,2.5,2,1.5
2201,3.9,1.9,1.5,1.2
2202,5,3,2.8,1.7
2203,8.3,3.6,4.5,2.6
2301,3.8,1.9,3.4,1.6
2302,6.8,3.8,2.6,1.5
2303,3.5,2.6,1.5,1.3
2304,5.9,3.9,3.5,2
2305.01,3.5,2.8,2.2,1.3
2305.02,3.1,2.6,0.4,0.5
2401,3.1,2.5,6.4,5
2402,4.5,2.2,8.7,5.3
2451,1.8,2,6.5,4.1
2452,3.8,2.4,9.4,6
2453,7,3,6.4,4.9
2454,0.5,0.6,2.9,2.7
2455,0.6,0.7,1.7,1.7
2456,3.6,1.8,5.1,4.3
2571,4.1,2.3,3,1.9
2572,22.8,5.2,20.4,5.3
9900,-,**,-,**
3301,5.4,1.9,2.4,1.2
4001,4.9,2.5,2.7,1.9
4002,4.8,2.3,1.3,1
4003,5.9,4.2,3.2,2.9
4051,9.9,4.7,6.3,4.2
4052,12.5,5.3,4.4,2.8
4053,8.1,3.6,3.1,2
4054.01,7.5,4.3,4.5,3
4054.02,19.9,8.3,14.2,7.8
4055,6.8,4.4,4.3,3.5
4056,12.2,4.2,5,3
4057,7.8,3.3,9.6,6.2
4058,4.6,2.1,3.5,2.5
4059,3.9,1.7,6,3.6
4060.01,8.4,3.5,5.4,3.2
4060.02,2.1,1.4,3.3,2.5
4061,11.8,5.6,9.9,6.2
4101.01,4,2.7,4.8,2.4
4101.02,4.3,3.1,0.3,0.5
4153,8.8,4.9,7.3,4.1
4154,15.3,5.4,6.4,3.1
4155,8.5,4.2,7.1,2.9
4156,12,3.4,9.6,4.5
4157,16,7.6,4.1,2.6
4158,10.9,4.5,6,3.1
4159,21.1,7.4,12.2,5.2
4160,20.1,5.5,8.9,3.8
4161,16.7,4.1,9.4,4.6
4162,9.2,3.6,13.5,7.4
4163,8.4,4.5,4,2.8
4164,10.3,3.8,2.3,1.5
4165,11.8,4.5,6,2.4
4166,10.1,4.6,5.1,2.7
4167,11.7,6,7.5,2.6
4168,9.1,3.1,4.7,2.5
4171,19.2,5.7,6.5,3.6
4172,10.4,4.8,6.4,4.2
4173,4.5,3.7,7.5,3.4
4174,13.7,6,7.3,4.3
4175,14.5,4.9,3.5,1.4
4204,7,3.5,4.4,2.1
4205,5.2,2.4,11.5,7.1
4206,5.3,3,6.1,2.5
4207,6.3,2.7,4.4,3.1
4301,6.9,3.3,2.1,1.3
4302.01,8.1,4.7,2.4,1.7
4302.02,3.9,1.7,0.8,0.7
4302.03,1.7,1.3,4.9,3.7
4303.01,1,1.5,6.3,3.9
4303.02,2.8,2.3,2.2,1.8
4304,8.4,3.6,4.8,2.8
4305,5.7,2.6,3.2,1.9
4306.01,3.9,2.5,2.5,1.7
4306.02,4.2,2.5,5.2,4.6
4601,1.3,1.3,1.6,1.7
4602.02,1.5,1.5,3.9,3.5
4602.03,2.7,2.6,2.6,2.5
4602.04,4.1,3.8,4.4,3.3
4603.01,2.3,1.2,2.3,1.9
4603.02,4.7,2.1,0.9,0.9
4621.01,1.4,1.4,1.3,1
4621.02,2,2.1,1.8,1.3
4622.01,3.4,2.5,2.3,1.5
4622.02,4.7,3.3,1.3,1.2
4641.01,1.8,1,4.7,3.2
4641.02,3.5,1.8,3.3,2.3
4661.01,1.1,0.9,2.4,1.3
4661.02,2.5,1.4,2.4,1.6
4662.01,1.2,1.1,4.6,2.1
4662.02,1.9,1.6,1.7,1.7
4663,3.1,2.2,2,1.5
4664,4.8,2.7,8.3,8.3
4681.01,2.5,1.5,1.8,1.2
4681.02,4.8,3,1.6,1.6
4701,8.2,5.4,3.9,2.3
4711,10.2,4.3,7,3
4712,14.9,5.1,5.2,3.3
4713,3.7,2.2,3.7,3.2
4714,3.5,2.5,0.7,0.9
4715,4.4,2.6,3.5,2.3
4731,7.2,3.2,4.1,2.2
4734,4.6,3,7.4,3.3
4735.01,2.4,1.4,0.7,0.7
4735.02,4.9,2.7,5.2,3.3
4736.01,5.1,2.4,1.2,1
4736.02,8.7,4.3,7.8,4.3
4737,5.9,2.8,3.4,2.3
4738,7.4,4.3,6.4,3.5
4761,5.3,2.4,6.2,3.1
4762,4.7,4,0.7,0.8
4763,8.9,3.1,5.7,5.9
4771.01,4.3,2.4,2.5,1.8
4771.02,3.6,1.9,2.7,1.8
4772,2.1,1.6,2.3,1.7
4803,5.1,3,2.8,2.2
4804,4.3,1.8,5.5,4.1
4805,10.6,3.9,6.1,3.6
4806,20,7.1,11.1,4.3
4807,5.5,4.7,6.6,3
4808,4.2,1.9,5.8,2.8
4809,11.8,4.4,7.8,3.5
4810,3.8,2.1,2.2,1.5
4811,5.4,2.4,1.6,1.2
4812,2.4,1.8,4,2.1
4813,4.6,2.5,2.4,2.2
4841,7.1,5.2,9,4.6
4842,5.2,2.4,4,2.6
4871,2,1.5,1.1,1
4872.01,5.2,4.3,3.7,3.1
4872.02,0.5,0.7,2.9,2.1
4873,7.7,5,0.9,0.9
4874,4.8,3.8,0.6,0.6
4875,3.8,1.8,1.1,1.1
4901,10.2,4,4.4,2
4903.02,2,1,2.9,2.4
4921,3.5,2.1,5.2,2.3
4922,6.4,2.7,2.7,1.3
4923,8.8,2.9,4.1,2.5
4924,6.4,4.7,2.7,2.1
4925,3.2,1.7,1.3,1
4926,4.3,2.4,3,1.8
4941,7.9,2.8,2.7,2
4942.01,4.3,1.8,4.8,1.9
4942.02,3.1,2.1,2.1,1.8
4943,4.5,2.2,2,1.5
4944,7.1,3.3,2.2,1
4945,5.5,3.6,8.5,4.1
4946,4.5,2.3,2.3,1.3
4961,14.6,7.5,6.5,4.4
4962,6.3,2.8,6.5,2.8
4963,6.8,3.7,1,0.8
4964,5.1,2.9,0.7,0.9
4965,3.2,1.8,1.2,1.4
4966,2.5,2,3.5,2.3
4967,13.1,4.2,6,3
4968,5.9,3.6,3.6,2.9
4969,10.6,3.5,3.6,2.6
4970,3,1.8,0.7,0.6
4971,6.9,3.8,1.8,1.4
4972,5.6,5.7,1.5,1.9
4973,2.1,1.4,1.4,1
4974,4.2,2.4,1.3,1
4975,2.1,1.3,1.1,0.9
4976,2.4,1.8,1.6,1.3
4977,2.3,1.3,1.2,1
5001,22.6,8.2,17.7,6.5
5002,12,4.7,17.3,5.1
5003,19.1,7.6,7.3,3.7
5004,18.6,7.7,4.3,4.3
5005,6.8,7.1,13.1,13
5007,-,**,0,41.9
5009,5.2,3.4,6.8,4.6
5012,10.1,5.3,8.3,4.7
5013,15.5,7.7,6.1,3.5
5014,11.4,5.2,12.3,5
5015,10.8,5.2,13.8,4.6
5017,5.1,7.1,9.9,4.4
5018,18.3,7.3,3.9,2.2
5021,7.9,4.4,6.4,3.4
5023,13.6,3.9,12.3,5.2
5024,29,7.2,16.4,7.7
5025,11.4,4.6,11.4,5.4
5026,14.5,4.3,13.3,5.5
5027,7.6,3,10.4,3.5
5028,23,8.7,17.9,7
5029,16.9,5.8,12.4,4.2
5030,14.8,4.9,11.2,4.6
5031,28.1,9.9,11.3,4.1
5033,24.4,7.9,11.8,5.7
5035,15.2,7.9,9.3,4.4
5037,14.3,5.1,23.6,7.3
5038,4.9,2,8.2,3
5039,10.2,3.5,3.5,1.7
5040,14.4,5.2,11.6,3.8
5041,25.5,14.8,14.4,6.9
5042,16.1,5.2,7,4.2
5043,32.5,9.3,13.9,4.5
5045,16.6,6,8.5,3.9
5048,10.8,3.9,3.2,2.3
5049,22,6.7,15.9,4.4
5101,14.5,4.7,12.1,6.2
5102,11.5,4.7,10.1,4
5103,10,5.7,7.5,3.8
5104,17.5,6,12.6,7.6
5105,7.8,2.8,9.6,4.5
5106,13.6,4.4,4.2,3.3
5107,4,2.1,6.1,3.6
5108,18.2,6.7,6.4,3.5
5109,6.4,4.1,4.6,2.3
5110,6.1,2.6,5.8,3.4
5111,6.1,3.3,6.8,4.7
5112,14.5,4.3,7.1,4.4
5113,20.9,7.2,8.1,5.3
5114,5.8,3.3,4.1,2.5
5141.01,4.6,2.9,1.9,1.7
5141.02,5,2.5,5,2.4
5142,7.2,3.5,3.3,1.8
5143,7.8,3.2,2.9,1.9
5144,14.2,4.6,9.8,3.9
5145,8.6,3.1,6.3,3.6
5146,11.2,3.8,9.9,5.3
5147,15.9,6.7,8.5,5.5
5148,12.9,4.8,7.4,3.3
5149,5.1,2.1,6.5,3.6
5150,5.8,2.4,2.1,2.6
5151.01,12.1,6.7,8.2,4.1
5151.02,5.5,3.3,2.1,1.9
5152,6.6,3.2,0.9,0.8
5201,4.3,3,5.7,3.6
5202.01,1.1,1.2,2.2,1.6
5202.02,1.6,1.3,2.1,1.4
5203.01,12.6,6.1,3.9,2.1
5203.02,6.7,4.5,4.6,4.6
5204,2.3,1.4,0.5,0.5
5205.01,4.6,2.4,3.6,1.8
5241,3.3,2.6,2.8,1.7
5242,1.5,1.1,0.1,0.3
5243,3.9,2.4,0.5,0.6
5244,13.1,4.2,7.7,3.3
5245.01,30,10.3,5.4,3.4
5245.02,8,4.1,18.7,10.2
5246,24.9,6.2,14.7,7.1
5247,14.1,6.1,8.3,4.9
9800,-,**,-,**
2501,4.5,2.4,2.2,1.4
2531,12,6.6,10.2,4.5
2532,6.3,2.4,9.3,4.9
2533,8.6,4.4,9.4,6.1
2534,3.7,2,3.3,1.9
2535,6.3,2.6,2.5,1.7
2536,21,8.5,11.4,5.8
2602,8.5,4.5,5.6,2.6
2611,5.5,2.9,8.5,5.3
2621,7.5,3.6,4,2.2
2632,7.8,3.1,3.6,2.3
2651,6.4,2.5,3.2,2
2661,5.2,3.2,10.1,7.6
2671,10.6,3.9,3.7,2
2681,9.5,4.9,1.1,0.9
2901,4.2,2.4,1.2,0.8
2931,7.6,3.9,3.8,1.8
2961,5,2.8,4,1.9
2983,4.3,2.9,8.2,5.7
2984,1.7,1.7,1.1,1.1
3001,8.7,3.9,12,6.1
3004,2.3,1.6,8,4.6
3005,3.4,1.9,2.2,1.4
3031,12.4,4.8,2.2,1.6
3061,6.9,2.6,1.6,1
3101,14.2,5.4,5.8,3.1
3102,9.3,5.7,7.1,5.1
3103,18.4,5.8,13.6,6.3
3104,4.3,2.8,6.9,3.9
3105,1.2,1.1,5.4,2.9
3106.01,4.4,2.6,2,1.3
3106.02,6.3,2.1,3.9,2.1
3107,6.6,3.3,6.9,3.1
3108.01,11.6,4.6,10.7,6.3
3108.03,8.7,3.4,11.3,5.9
3108.04,10.1,5.3,8.5,4.6
3201,8.9,4.4,4.8,2.8
3202,5.9,2.4,8,5.5
3421,4.9,2.5,2.4,1.7
3491,5.6,3.1,3.9,2.1
3492,5.3,3.4,4,2.2
3601,5.8,4.1,3.1,2.9
3602,2.3,1.6,2.9,1.5
3603,6.9,4.6,6.2,4.3
3604,8.9,4.2,1.1,0.9
3621.01,6,2.8,2.1,1.3
3621.02,5.9,3,1.6,1.3
4253,8.6,3.8,2.3,2.1
4254,7.2,3.1,1.5,1
4255,7.9,2.9,8.6,4.3
4256,9.9,2.6,6.9,2.5
5411,15.1,5.6,3.3,2
5412,8.9,4.8,2.7,2
5413,8,2.6,3.2,2
5414.01,4.4,2.3,3.5,2.5
5414.02,6.5,4.6,6.2,3.3
5415,10.6,5.6,4.5,2.3
5416,19.2,10.2,7.7,5.2
5417,9.2,3.9,5.8,3.7
5420,8.4,3.4,3.6,2.4
5421,9.2,4.2,4,2.3
5422,2.7,1.9,4.4,2.2
5501,4.4,3.2,1.3,0.9
5502.01,4.2,2.7,1.1,1.3
5502.02,8.7,4.4,2.9,1.9
5601,1.7,1.5,2.1,1.4
5602,11.4,4.3,2.9,1.5
5701,9.2,5.6,4.5,2.8
5702,6.4,3.9,2.5,1.5
5703,9,3.3,3.3,2
5801,2.4,1.4,2.2,1.4
5851,4,2.7,2.5,1.8
5901,4,2.3,3.1,2
5951.01,4.9,2.7,1.6,1.2
5951.02,4.5,2.6,7.9,3.4
6001,11.3,5.1,3.5,2.3
6101,11.5,4.5,10.3,5.2
6102,16.2,5.5,5,4.1
6103,11.4,9.9,11.6,4.8
6104,5.3,3,5.4,2.2
6201,10,5,8.1,2.9
6301,9.8,3.4,2.5,1.9
6401,3.2,1.9,3,1.7
6701,5,2.5,4.4,1.8
6702,2.7,2.6,7,3.1
6801,14.1,5.6,6.9,3.4
6802,5.4,2.8,1.1,1.2
9901,-,**,-,**
1201,8.6,3.8,6.1,3.6
1202,12.6,4.4,7.7,3.8
1251,8.7,3.9,3.7,1.8
1252,13,5.2,2.5,1.6
1253,20.1,9.8,4.4,3.3
1254,11.8,4.2,12.2,4.2
1301.01,7,2.4,3.3,2.4
1301.02,8.2,4.3,5.3,3.3
1302,7.5,3.3,0.7,0.6
1401,2,1.6,5.4,2.6
1402,4.7,4.6,2.3,2.7
1403,14.6,5.3,12.3,4.4
1404,28.4,8.5,13.7,7
1405,14.7,5.8,15,5.9
1406,21.7,9,14.5,4.5
1407,16.7,8.4,9.5,5.8
1408,20.2,6.3,4.5,2.4
1409,23.3,8.3,10.3,4.2
1410,7.7,5,10.6,6.1
1411,4.5,3.3,4.7,2.8
1412,12.5,3.8,8.2,4.1
1413,12.7,5,6.3,2.4
1414,8.4,3.5,6.1,2.8
1415,9.4,4.4,11.8,4.2
1416,7.8,3.5,4.9,2.1
1418,8.1,3.7,13.1,4.4
1419,7.1,3.1,6.7,3.6
1420,6.8,3.7,3.2,2.2
1421,17.8,12.3,10,7.1
1422,10.3,3.8,6.6,3.7
1423,30.4,6.8,11.4,4.7
1424,19.3,6.3,20,7.6
1425,30.8,7.3,17,7
1426.01,15.5,5,13.6,5.3
1426.03,8.3,4,3.6,3.6
1426.04,28.1,10,16.9,8.2
1427,13.2,6.6,18.1,7.7
1428,5.9,2.7,5.5,3.5
1501,3.4,2.1,1.4,1.3
1502,7.4,3.8,4.3,3.4
1503,7.4,3,3.1,2
1504,11.9,7,5.2,2.7
1505,6.9,2.7,3.2,1.6
1506,4.1,2.4,2.9,1.7
1507,3.6,1.9,5.2,2.3
1508,3.8,2.8,5.7,2.8
1509,3.9,2.4,3.5,2.4
1510,6.2,4.2,3.2,2.5
1511,5.7,1.9,6.1,2.4
