Geography,ACS2012,ACS2012moe,ACS2017,ACS2017moe
204,"2,000+",***,-,**
205,"2,000+",***,1914,599
206,"2,000+",***,1790,139
207,1324,355,1991,792
208,-,**,"3,500+",***
209,1374,154,1584,215
210,1864,523,2643,380
211,1683,110,1643,169
212,1598,188,2180,236
213,1592,272,1757,284
214,1469,110,1653,76
215,1380,82,1379,92
216,1667,63,1919,99
217,1562,198,1733,221
218.01,1725,201,1782,104
218.02,1262,172,1437,159
219,1482,145,2118,257
220,1487,203,1368,110
221,1472,138,1663,131
222,1376,74,1860,247
223,1634,206,1833,155
224,1905,261,2290,376
301,"2,000+",***,2337,270
302,"2,000+",***,2364,964
303,"2,000+",***,3250,833
304,"2,000+",***,2923,312
305,1663,283,3061,2108
351,1792,291,1927,180
352,1886,360,2547,521
353,1244,2035,2700,1120
354,"2,000+",***,2289,155
425,"2,000+",***,2669,287
426,1420,179,1851,182
427,1429,220,1989,227
428,1340,265,1399,735
429,1347,516,3104,2130
430,1198,649,1570,388
431,"2,000+",***,1886,259
432,1001,159,1534,526
433,1708,456,1951,180
434,1292,171,1440,106
435,1445,460,1399,120
436,1349,485,1423,308
437,1278,123,1455,113
438,1348,131,1536,147
439,1691,441,1421,223
440,1242,107,1366,140
441,1191,105,1736,165
442,1260,88,1351,185
443,1547,189,1969,174
444,1378,210,1418,189
445,844,121,1251,158
446,1125,752,2516,1568
451.01,"2,000+",***,-,**
451.02,"2,000+",***,2081,794
452,663,854,1776,143
453,"2,000+",***,"3,500+",***
454,"2,000+",***,3049,267
501,"2,000+",***,3000,1232
502,"2,000+",***,1520,295
503,"2,000+",***,2763,842
504,1727,178,1745,274
505,"2,000+",***,1280,244
506,"2,000+",***,-,**
551,"2,000+",***,-,**
552,"2,000+",***,3188,477
601,"2,000+",***,1693,123
602,1833,289,2260,203
603,"2,000+",***,3104,2465
604,"2,000+",***,1775,1334
605,"2,000+",***,"3,500+",***
606,1896,427,2192,259
607,1621,416,2716,160
608,1645,654,1882,607
609,1375,658,2750,482
610,1035,562,1349,128
611,1795,745,1246,968
612,1310,147,1561,314
613,1449,115,1513,181
614,1540,144,1791,305
615,1611,198,1913,298
616,1742,129,2160,307
701,1232,128,1434,119
702,910,96,1203,86
703,511,266,518,125
704,1040,243,988,81
705,792,171,1088,123
706,488,191,744,372
709,1088,111,1103,65
710,1100,64,1241,93
711,1119,178,1310,119
712,837,63,1050,63
713,939,95,1033,94
714,1018,81,1112,59
716,795,180,648,404
719,981,107,992,131
720,996,155,1201,137
721,1171,129,1324,141
722,1248,212,1350,81
723,1183,65,1236,267
724,1120,89,1497,221
725,1281,441,1431,123
726,1163,215,1497,249
727,1134,1329,1154,259
728,767,96,526,100
729,1477,257,1436,62
730,1413,309,1181,113
731,1020,156,872,122
732,1261,197,990,90
733,1044,145,966,67
734,1210,150,1380,78
735,1059,87,1139,102
736,1016,252,1157,64
737,1007,103,1071,109
738,1073,95,1054,74
739,922,128,1116,110
740,1040,191,974,64
743,1093,84,1159,114
744,1177,90,1131,60
801,1072,201,1151,88
802,1127,71,1200,109
804,957,95,932,256
805,"2,000+",***,1727,513
806,1125,84,1368,314
807,1073,146,1140,83
808,"2,000+",***,1552,538
809,984,212,1246,259
810,1084,370,1323,210
811,862,27,1849,205
812,1119,475,2531,922
813,1863,347,1487,240
901,1519,912,1712,355
902,803,267,1600,288
903,"2,000+",***,2375,724
904,"2,000+",***,1974,171
905,1475,1193,1391,1212
906,447,187,455,66
907,"2,000+",***,-,**
1001,1746,199,1785,245
1002,"2,000+",***,1415,191
1003,1089,498,808,597
1051,"2,000+",***,"3,500+",***
1052,"2,000+",***,1635,754
1101,928,53,1250,160
1102.01,1169,145,1104,126
1102.02,1234,265,1153,154
1103.01,1101,140,1689,191
1103.02,"2,000+",***,1644,409
1104,1750,1103,1616,592
1105,-,**,-,**
1106,933,602,1152,281
2001,1340,66,1358,275
2002,1286,161,1337,206
2003.01,1317,185,964,389
2003.02,1168,238,1214,739
2051,1306,219,1342,497
2052,1995,427,1593,705
2053,1495,304,1585,221
2101,922,75,1003,90
2102,1300,55,1239,81
2103,1435,104,1470,155
2104,1344,190,1567,145
2105,1418,292,1842,100
2106,1180,157,1608,176
2107.01,1164,153,1277,118
2107.02,1240,123,1356,126
2108,1316,236,1580,394
2109,1227,167,1728,118
2110,1538,285,1590,197
2111,-,**,-,**
2112,1209,96,1427,123
2113,1389,373,1322,147
2114,1751,236,1644,225
2201,"2,000+",***,1422,879
2202,-,**,1946,427
2203,1371,135,2471,297
2301,1114,236,1453,129
2302,1424,349,2404,383
2303,-,**,1580,691
2304,1796,667,2151,367
2305.01,1223,1017,1375,494
2305.02,826,375,1071,255
2401,1105,279,1458,202
2402,"2,000+",***,2005,499
2451,1457,880,2603,426
2452,1863,245,1909,318
2453,1463,244,1476,227
2454,"2,000+",***,1660,1082
2455,1228,492,1359,244
2456,"2,000+",***,2223,216
2571,1833,1026,2576,347
2572,1141,67,1208,110
9900,-,**,-,**
3301,1250,244,900,258
4001,1027,77,1156,40
4002,992,222,970,104
4003,983,375,1033,198
4051,926,52,1058,75
4052,850,80,946,67
4053,708,72,1030,219
4054.01,831,193,929,80
4054.02,857,29,956,71
4055,996,100,974,96
4056,1013,108,993,162
4057,775,462,847,103
4058,1024,117,893,147
4059,751,275,995,292
4060.01,785,175,889,98
4060.02,815,48,899,68
4061,955,76,972,49
4101.01,1456,220,957,153
4101.02,855,494,-,**
4153,1025,74,949,62
4154,926,88,989,56
4155,942,188,1066,88
4156,860,88,897,103
4157,984,96,1073,80
4158,885,58,1016,126
4159,795,77,839,44
4160,778,34,867,59
4161,904,44,884,55
4162,956,49,905,62
4163,576,135,825,81
4164,874,133,998,173
4165,896,81,1115,61
4166,717,86,832,177
4167,919,171,903,81
4168,1036,92,988,69
4171,590,59,715,60
4172,1161,166,1120,60
4173,-,**,-,**
4174,1086,43,1156,26
4175,951,76,1142,73
4204,855,240,1508,940
4205,931,65,950,53
4206,936,174,1055,124
4207,648,349,1077,83
4301,985,107,1096,69
4302.01,1144,131,1120,45
4302.02,-,**,-,**
4302.03,955,109,949,54
4303.01,708,422,1307,159
4303.02,1410,175,1330,115
4304,1087,112,1005,104
4305,1099,526,1099,162
4306.01,609,233,493,175
4306.02,1165,307,1058,148
4601,1196,111,1458,344
4602.02,1396,179,1548,126
4602.03,1135,79,1415,141
4602.04,1249,127,1227,105
4603.01,1146,190,1095,209
4603.02,897,156,497,297
4621.01,1837,470,1829,111
4621.02,1613,527,-,**
4622.01,1137,151,1174,183
4622.02,1387,49,1502,146
4641.01,534,793,1115,444
4641.02,1114,64,1095,99
4661.01,1067,166,1786,230
4661.02,1048,149,1123,140
4662.01,989,77,1236,172
4662.02,1189,264,2818,2504
4663,1350,105,1486,620
4664,966,87,974,104
4681.01,1903,1135,887,324
4681.02,929,300,941,264
4701,886,118,914,124
4711,1339,419,982,537
4712,1200,173,1161,96
4713,1467,103,1487,132
4714,466,153,383,120
4715,1239,206,1379,130
4731,1412,188,1404,180
4734,832,154,950,276
4735.01,1081,259,2047,487
4735.02,1049,222,1134,85
4736.01,1189,352,-,**
4736.02,1197,64,1280,61
4737,1279,186,1036,292
4738,963,188,1149,46
4761,877,52,1094,85
4762,1163,146,994,197
4763,898,116,1316,262
4771.01,1138,68,1104,173
4771.02,1036,212,1583,926
4772,763,644,1417,184
4803,965,375,989,462
4804,1135,73,1176,83
4805,1120,110,998,85
4806,1005,85,1052,78
4807,672,155,730,133
4808,885,100,1245,122
4809,1236,251,1186,140
4810,-,**,2145,1115
4811,850,556,1238,294
4812,987,43,1144,34
4813,1098,225,1654,206
4841,1143,55,1156,77
4842,973,53,1252,109
4871,1659,1700,1746,178
4872.01,1052,157,1112,85
4872.02,-,**,-,**
4873,1000,122,1315,471
4874,1213,192,1368,155
4875,1143,133,1085,87
4901,1103,41,1183,75
4903.02,1357,44,1409,37
4921,1009,106,1172,84
4922,495,106,900,608
4923,1105,46,1143,122
4924,1154,351,1650,963
4925,1641,298,1694,121
4926,841,62,935,123
4941,1261,137,1335,130
4942.01,1072,85,1062,96
4942.02,1118,68,1201,58
4943,1152,171,1193,140
4944,957,134,1049,62
4945,1078,85,1189,73
4946,1136,266,1272,120
4961,922,68,1064,76
4962,1424,426,955,107
4963,1171,117,1339,51
4964,1292,758,-,**
4965,1202,126,1174,229
4966,-,**,1900,594
4967,1067,56,1249,64
4968,1213,302,1213,178
4969,1168,73,1237,93
4970,"2,000+",***,1719,643
4971,1153,55,1342,69
4972,"2,000+",***,2514,374
4973,1273,975,2140,582
4974,988,2239,1075,137
4975,465,36,566,59
4976,1490,287,1803,113
4977,1630,132,1720,178
5001,878,104,900,49
5002,947,63,934,55
5003,749,165,870,52
5004,981,78,933,94
5005,788,224,916,101
5007,-,**,-,**
5009,577,178,397,139
5012,784,74,805,51
5013,708,175,690,234
5014,630,123,730,125
5015,899,102,972,128
5017,809,276,910,82
5018,757,139,867,88
5021,1597,111,1471,102
5023,893,81,1093,79
5024,941,42,1011,71
5025,850,38,944,162
5026,979,105,1008,107
5027,756,36,828,67
5028,875,71,971,62
5029,919,104,1097,74
5030,618,63,748,184
5031,772,24,775,53
5033,745,71,765,41
5035,985,65,1094,108
5037,930,44,963,48
5038,722,40,633,47
5039,1097,113,1128,74
5040,1026,184,1159,137
5041,906,78,946,64
5042,860,47,939,57
5043,822,64,898,51
5045,892,77,1002,91
5048,1208,123,1178,201
5049,829,130,997,65
5101,1024,163,933,67
5102,740,182,868,35
5103,892,63,979,58
5104,855,71,954,51
5105,1058,83,1135,45
5106,873,107,858,151
5107,423,278,822,57
5108,895,138,997,73
5109,1600,1078,1563,231
5110,-,**,-,**
5111,1162,147,-,**
5112,908,162,1019,109
5113,922,61,963,40
5114,-,**,1929,630
5141.01,100-,***,1463,424
5141.02,1325,58,1488,74
5142,829,75,907,135
5143,1128,99,1211,101
5144,1065,100,1114,40
5145,1067,43,1103,55
5146,983,51,1076,81
5147,950,87,1071,50
5148,1075,100,1099,74
5149,852,121,1818,339
5150,972,42,1318,229
5151.01,1653,177,1148,150
5151.02,959,82,1079,77
5152,1319,226,1143,79
5201,1377,130,1458,610
5202.01,-,**,-,**
5202.02,"2,000+",***,1793,613
5203.01,993,141,1221,110
5203.02,1136,52,1145,99
5204,1253,320,1537,1408
5205.01,1375,49,1241,185
5241,1184,69,1162,158
5242,1289,115,1308,111
5243,1275,129,1595,332
5244,617,94,919,125
5245.01,882,89,963,135
5245.02,727,122,921,88
5246,852,46,878,50
5247,1046,83,1168,67
9800,-,**,-,**
2501,1264,333,1321,313
2531,946,69,1051,98
2532,1407,384,1232,237
2533,1673,410,1468,118
2534,1547,696,1291,212
2535,1232,497,1299,125
2536,929,90,988,98
2602,1095,117,1100,201
2611,1020,291,1168,149
2621,867,187,870,106
2632,894,410,986,236
2651,1500,671,2181,193
2661,1549,378,963,368
2671,1022,188,1336,182
2681,1667,656,1346,204
2901,893,136,1121,566
2931,775,457,1306,174
2961,1151,319,-,**
2983,1332,741,950,467
2984,432,267,-,**
3001,746,722,882,130
3004,1168,91,1123,79
3005,973,166,989,152
3031,892,358,790,207
3061,1094,210,938,110
3101,871,75,964,67
3102,805,52,988,84
3103,819,62,833,69
3104,893,79,1026,119
3105,393,191,434,306
3106.01,967,256,874,65
3106.02,724,37,914,94
3107,886,118,906,143
3108.01,960,71,957,84
3108.03,844,88,849,59
3108.04,831,352,498,403
3201,862,116,998,100
3202,1097,84,1017,159
3421,826,200,1016,455
3491,980,163,1205,132
3492,834,71,844,78
3601,764,149,851,39
3602,947,383,1343,694
3603,872,89,995,94
3604,1260,344,1007,106
3621.01,1022,100,1137,98
3621.02,1414,238,1275,215
4253,1018,116,1129,60
4254,857,323,1100,211
4255,947,94,875,156
4256,725,76,843,70
5411,872,77,947,99
5412,914,159,1071,157
5413,1234,72,1369,50
5414.01,1275,193,2049,438
5414.02,903,55,994,81
5415,913,128,1099,161
5416,779,24,779,134
5417,844,117,873,110
5420,983,83,1105,140
5421,827,82,877,90
5422,1385,344,1300,188
5501,982,232,1104,137
5502.01,1170,192,1545,345
5502.02,918,550,1274,165
5601,850,383,1441,379
5602,970,135,1003,221
5701,1113,38,1420,106
5702,1007,1327,1369,260
5703,1079,104,1008,434
5801,911,304,1284,576
5851,1620,413,1131,66
5901,905,116,880,79
5951.01,1313,219,1167,96
5951.02,1372,250,994,91
6001,1143,111,1003,238
6101,1391,251,1183,158
6102,1108,51,1203,151
6103,884,145,867,216
6104,818,55,1678,112
6201,946,186,1131,92
6301,1271,200,1115,252
6401,-,**,1199,620
6701,1429,332,1793,116
6702,1564,170,1387,184
6801,906,117,1217,88
6802,940,32,1110,44
9901,-,**,-,**
1201,1294,113,1308,140
1202,1047,71,1062,89
1251,1750,506,1895,643
1252,1099,65,1030,90
1253,1122,95,1047,86
1254,1021,96,863,120
1301.01,919,70,1013,95
1301.02,1156,77,997,71
1302,1060,127,1223,215
1401,1419,61,1597,98
1402,605,201,509,115
1403,1156,178,1185,113
1404,1191,90,1206,104
1405,1191,77,1035,162
1406,1008,124,1139,61
1407,957,96,975,68
1408,1066,72,1020,89
1409,1163,58,1121,56
1410,1187,146,1248,146
1411,1191,131,1394,338
1412,994,81,872,166
1413,964,58,1107,102
1414,1262,94,1163,113
1415,1146,111,1033,130
1416,926,142,929,140
1418,1137,40,1150,47
1419,1293,97,1533,105
1420,1086,53,1297,109
1421,862,361,950,66
1422,1194,84,1379,66
1423,1055,63,1135,80
1424,991,68,1188,72
1425,1033,68,1055,69
1426.01,1060,75,1043,115
1426.03,542,60,659,55
1426.04,1091,222,1456,237
1427,1155,108,1221,101
1428,1433,298,1463,411
1501,1253,161,1638,92
1502,1410,80,1540,111
1503,1040,183,1440,177
1504,1499,233,1438,106
1505,1470,190,1230,137
1506,1132,250,2183,1936
1507,1592,164,1379,374
1508,1771,167,1703,123
1509,1409,278,1375,199
1510,1505,245,1641,171
1511,1305,203,1435,154
1512,1680,143,1139,448
1541,1007,147,1087,120
1542,967,47,1104,59
1545,1107,34,1278,84
1546,992,61,1084,102
1547,625,449,-,**
1548,1351,196,1815,501
1549,1088,127,1145,65
1550,1138,62,1188,83
1551,1097,84,1067,127
1571,1278,348,1514,333
1572,"2,000+",***,1514,662
1573,-,**,1236,921
1574,"2,000+",***,2469,410
1601,-,**,2442,487
1602,1425,280,1155,163
1611,981,851,1141,219
1651,1120,169,1170,79
1652,1116,264,1154,59
1653,1153,99,1182,139
1654,917,369,1008,441
1655,1201,109,1179,65
1656,1142,79,1199,105
1657,1212,550,1309,151
1658.01,1280,67,1302,70
1658.02,1971,382,2333,596
1659,1338,118,1394,55
1660.01,1545,93,1583,72
1660.02,769,334,1626,228
1671,1139,129,1229,103
1672.01,1431,433,1217,520
1672.02,603,753,1201,266
1673,1628,447,1463,193
1701,830,71,844,48
1702,741,78,670,150
1703,1013,96,898,119
1704,891,240,965,44
1705,863,104,1193,150
1706,863,62,859,298
1707,1043,116,996,116
1708,893,93,1089,71
1709,1150,106,997,95
1710,828,127,818,83
1711,953,32,1096,127
1712,1301,141,1503,176
1713,860,65,683,345
1714,892,59,961,59
1715,1054,116,1095,64
1716,1113,146,983,101
1717,1236,416,1062,199
1751,1071,112,1150,66
1752,1081,49,1081,66
1753,777,140,1064,139
1754,988,68,1021,68
1755,1223,287,1116,72
1756,1133,210,1142,46
1757,961,86,1023,273
1758,1423,302,2068,336
1759,910,75,958,138
1760,1730,114,-,**
1801,1180,124,1192,150
1802,1105,71,1223,118
1803,1098,108,695,390
1804,1176,124,1166,49
1805,1571,222,1352,212
1806.01,469,235,663,399
1806.02,595,988,1193,426
1841,1194,90,1196,65
1842,1431,146,1530,103
1843,1256,189,1605,136
1844,1165,80,1120,144
1845,1226,537,1188,138
1846,1375,108,1801,320
1847,1597,125,1192,208
1861,1143,136,1046,100
1862,1276,199,1434,63
1901,1135,241,1222,131
1902,1404,116,1463,425
1903.01,1611,220,2263,262
1903.02,1210,144,1198,194
1903.03,1247,828,1585,257
1941,1120,83,1262,220
1942.01,1115,428,1185,1174
1942.02,1732,386,1795,900
3411,1147,188,1225,197
3431.01,1580,608,1298,890
3431.02,865,179,1007,327
3432,1588,190,1455,171
3433,1350,243,1219,209
3434,1420,458,1193,596
3441,478,408,856,651
3442,-,**,3093,497
3451,1040,70,1016,110
3452.01,1018,130,979,123
3452.02,1143,67,1019,264
3453,939,60,998,76
3454,793,283,1021,104
3461.01,1413,163,1343,71
3461.02,1728,478,934,502
3471,1081,205,1218,838
3472,845,30,1026,229
3481.11,1250,601,1206,158
3481.22,1224,162,1658,471
3481.23,1171,482,-,**
3481.24,1129,132,1364,100
3481.25,1744,229,1822,427
3501,467,140,483,93
3502,838,93,926,71
3503,978,77,933,63
3504,928,67,849,43
3505,739,64,865,43
3508,881,117,960,84
3509,1100,183,1214,158
3510,926,86,938,71
3511,1039,61,947,84
3512,819,127,927,70
3513,925,40,998,110
3514,940,61,918,41
3515,973,68,961,245
3516.01,891,65,1018,68
3516.02,977,94,994,88
3517,873,55,887,47
3518,832,158,1059,85
3519,996,148,1304,127
3520,949,44,1235,119
3521,953,87,987,100
3522,550,149,760,163
3523,929,126,842,94
3524,840,441,947,298
3525,1108,73,1046,79
3526,867,109,901,79
3527.01,836,64,828,94
3527.02,959,75,1065,65
3528,888,86,971,56
3611,880,97,1103,162
3612,904,136,948,210
3613,1351,82,1661,195
3614.01,1092,29,1261,72
3614.02,1208,498,1533,264
3615,1098,91,1030,114
9900,-,**,-,**
6501,1519,664,1568,351
6601.01,1473,288,1244,448
6601.02,1354,50,1201,149
6903,948,45,1031,79
6904,942,108,977,78
6905,803,68,782,80
6907,1052,222,1134,66
6908,903,75,989,159
6909,806,60,981,72
6933,961,72,1280,278
6934,889,137,1030,112
6935,1172,114,1200,840
6936,1573,294,1043,356
6937,685,350,1500,679
6952.01,1051,227,1102,71
6952.02,896,364,1149,154
6961,988,97,939,98
6962,1184,68,1238,155
6963,1061,157,1191,625
6964,893,53,1071,71
6965,966,180,941,57
6966,947,235,1055,505
6967,897,95,1021,92
6968,956,61,919,110
6970,798,182,817,190
7001,1250,203,1157,246
7011,1265,261,1127,81
7012,1441,179,1138,88
7021,1183,105,1257,628
7023,1655,114,1686,106
7024,963,69,1091,83
7025,892,61,938,39
7026,1219,244,1406,508
7027,1230,112,1180,62
7028,1009,121,1088,60
7029,982,105,1152,140
7030,1067,240,1197,131
7051.01,1047,93,956,92
7051.02,850,174,784,118
7052,1107,75,1450,125
7053,1399,89,1350,367
7054,1235,350,998,174
7071,1231,672,1112,114
7081,1014,142,1083,446
7091,837,355,1037,222
7092,899,80,971,45
7101,886,158,1117,261
7111,948,334,1135,70
7121,1635,424,792,387
7131,1071,185,967,59
7141.01,1001,109,1226,114
7141.03,1133,1014,1456,268
7141.04,1163,66,1092,72
7151,1088,293,1319,353
7161.01,1254,312,1120,494
7161.02,1134,198,1220,554
8701,993,217,913,586
8702,1407,61,1493,95
8703,951,67,865,141
8705.01,965,82,1063,108
8705.02,794,534,1164,189
8707.01,1127,119,1239,112
8707.03,1317,388,1320,130
8707.04,1306,111,1229,94
9800,-,**,-,**
9901,-,**,-,**
5261.01,953,206,-,**
5261.02,1093,236,1120,59
5281,792,227,840,69
5291,1208,316,1018,98
5301,752,90,863,47
5302,942,71,1036,65
5303.01,909,52,945,49
5303.02,1350,71,1460,133
5304,970,38,1176,97
5305,507,308,-,**
5306,-,**,-,**
5331.01,721,569,1596,188
5331.02,1340,91,-,**
5351,1009,74,1090,112
5352,1310,188,1386,125
5381,-,**,-,**
5382.01,1136,235,1181,150
5382.02,1467,221,1000,425
8401,1078,91,1104,195
8501,1442,373,1442,477
8502,1147,234,1012,360
8601,1296,421,1085,355
8811,1578,368,1470,391
8812,1069,257,1438,249
8813,1197,129,1094,113
8815,901,225,1097,101
8901,743,52,889,56
8902.01,905,121,992,102
8902.02,936,150,1243,272
8003,519,178,457,91
8004,918,131,981,87
8005,745,159,763,278
8006,854,75,846,36
8007,856,109,865,59
8150,964,80,988,134
8200,1108,75,1205,222
8250,1135,101,683,538
8301,1016,217,920,66
9001,1098,347,1367,314
9002,847,101,911,189
9011,951,112,1069,399
9022,863,137,830,36
9025,900,53,894,240
9031,921,34,849,57
9032,784,74,957,232
9041,939,298,1062,131
9044,706,99,838,95
9045,858,69,912,63
9051,903,135,956,99
9061,732,79,1026,162
9071,1004,201,946,199
9072,949,139,903,174
9073,1040,100,774,107
9081,891,129,961,473
