Geography,ACS2012,ACS2012moe,ACS2017,ACS2017moe
Ansonia,253200,9172,208700,10772
Beacon Falls,270100,21666,235100,22089
Bethany,380800,21002,359100,20141
Branford,307500,13394,298200,11322
Cheshire,349800,8512,329000,8910
Derby,232200,9509,194600,17688
East Haven,233100,5592,206900,6738
Guilford,399100,15503,389900,12283
Hamden,248400,5185,225700,4311
Madison,474300,16633,432900,15950
Meriden,198200,3904,173100,2993
Middlebury,363200,16093,355400,16096
Milford,321500,6534,303200,8493
Naugatuck,211100,9123,179900,6025
New Haven,219000,6928,189400,6463
North Branford,310300,13936,281800,10883
North Haven,311600,8994,299000,8993
Orange,405400,15506,385100,8698
Oxford,377500,15651,354500,10912
Prospect,301300,16246,307400,16660
Seymour,277900,8858,243400,11546
Southbury,335000,18431,325000,12002
Wallingford,274100,5902,266100,6018
Waterbury,158300,3172,128600,3652
West Haven,222400,4735,193300,4693
Wolcott,251200,11351,251900,11135
Woodbridge,486200,24539,478600,17455
County subdivisions not defined,-,**,-,**
Bozrah,262400,15676,225900,15868
Colchester,277900,8844,254000,9779
East Lyme,325500,11935,300200,8829
Franklin,264400,13063,238000,13006
Griswold,223900,13181,192900,22985
Groton,255200,8645,237500,9270
Lebanon,265900,18397,254900,15567
Ledyard,260500,9385,236500,7974
Lisbon,247800,16203,227100,15356
Lyme,526200,82449,513900,71985
Montville,231000,7227,192000,7841
New London,196400,8863,177100,7776
North Stonington,300900,26929,278100,15261
Norwich,198000,5998,168200,4747
Old Lyme,422200,28561,398900,16630
Preston,291300,19630,242800,18425
Salem,314200,25435,270400,12019
Sprague,230000,25391,217100,20503
Stonington,352800,15519,315800,17161
Voluntown,245500,14635,227400,16798
Waterford,280100,8557,253400,8450
Andover,302500,29645,277100,13773
Bolton,287300,14598,288200,12574
Columbia,279200,15904,243300,10353
Coventry,262400,11153,243500,16774
Ellington,274000,8003,249700,17268
Hebron,327100,10763,302900,13284
Mansfield,254500,11985,233100,10052
Somers,325000,10753,308500,13773
Stafford,206600,14356,189600,9139
Tolland,285300,10608,286600,16201
Union,270500,25135,292100,21940
Vernon,215400,6702,207600,7245
Willington,239400,11791,219600,18014
Ashford,256800,18227,240000,18843
Brooklyn,248900,14783,223400,12873
Canterbury,249900,16466,220000,14917
Chaplin,230800,16880,195300,12910
Eastford,262900,12964,253100,12668
Hampton,260900,12583,226500,10724
Killingly,203900,9879,184000,6698
Plainfield,195300,8993,171300,5001
Pomfret,311500,30377,268300,19787
Putnam,206500,11405,183000,9676
Scotland,252700,18522,242400,19247
Sterling,243700,21443,207000,19354
Thompson,217700,11900,204000,19381
Windham,173500,6370,156500,7387
Woodstock,273800,24496,247500,14279
101.01,"1,000,000+",***,1462000,234811
101.02,"1,000,000+",***,"2,000,000+",***
102.01,"1,000,000+",***,"2,000,000+",***
102.02,"1,000,000+",***,1426900,112984
103,"1,000,000+",***,"2,000,000+",***
104,708800,57415,669700,38401
105,744800,93793,579400,88845
106,761600,91474,834400,136313
107,724700,126426,734700,116509
108,902300,49436,937500,67445
109,840000,49243,865700,43913
110,"1,000,000+",***,1680200,188554
111,"1,000,000+",***,"2,000,000+",***
112,"1,000,000+",***,"2,000,000+",***
113,723500,77526,644100,42156
201,191400,115851,384500,250603
202,903000,44393,830400,55415
203,826000,32824,785700,46788
204,675700,26643,745200,47654
205,823700,35474,762400,58618
206,561900,25693,580000,17020
207,620000,27876,615600,16049
208,613900,17158,605500,13623
209,401000,44357,377500,35018
210,508500,45548,478900,25944
211,451700,36156,436200,35027
212,539400,39035,522200,34437
213,425400,22841,426400,26996
214,494400,92203,362500,36914
215,331300,70342,251900,33452
216,301200,35390,338100,33790
217,345700,32672,291100,22273
218.01,365500,24117,337400,31245
218.02,328600,31455,317900,27921
219,475000,48210,411300,56478
220,311800,53255,249200,83120
221,420300,77250,452900,32169
222,354400,40048,315000,60081
223,511400,134526,378500,25637
224,963000,76758,1033300,87376
301,"1,000,000+",***,"2,000,000+",***
302,"1,000,000+",***,1512800,135178
303,"1,000,000+",***,1998300,317120
304,916500,94777,958100,78762
305,956900,48644,1030000,96733
351,865400,47024,1017300,109958
352,"1,000,000+",***,"2,000,000+",***
353,"1,000,000+",***,1580900,73704
354,"1,000,000+",***,1484400,101649
425,555300,36150,527700,35654
426,458000,26345,493200,39367
427,353900,21966,330700,45199
428,451000,15438,431300,18754
429,679200,42797,610400,34378
430,496500,41878,439400,27385
431,538700,40712,512500,40996
432,422200,26147,379400,21393
433,389200,24300,357500,16050
434,329500,33724,349400,15121
435,458900,25742,415900,18133
436,464000,25759,431500,15162
437,256400,31477,182500,60846
438,336600,24080,308600,29447
439,437300,30678,481900,47219
440,302700,41751,346800,28304
441,222200,30285,211700,40623
442,425400,44393,363500,65044
443,558800,53958,473400,46942
444,415900,220220,443900,34483
445,325900,34131,329700,72859
446,"1,000,000+",***,1032600,99553
451.01,921000,48226,861100,40304
451.02,812500,44544,862600,47882
452,799800,116846,664400,88363
453,797600,74204,819300,55187
454,751100,59331,731500,50349
501,"1,000,000+",***,1158800,68768
502,766200,67393,896600,69095
503,"1,000,000+",***,1263200,119292
504,"1,000,000+",***,966000,166077
505,"1,000,000+",***,1233800,182682
506,"1,000,000+",***,1256600,219632
551,860800,59522,813700,38008
552,951300,50710,977400,64464
601,551800,29758,495800,33007
602,475400,23676,505900,42655
603,762900,46320,752500,44861
604,"1,000,000+",***,969700,48519
605,964000,70154,871600,63774
606,649100,60982,701100,64885
607,625200,40401,655600,28061
608,554100,57161,615500,27337
609,487700,30354,557700,35834
610,480800,33419,464100,58814
611,524600,47667,554700,34429
612,375800,21993,373200,12516
613,400400,29633,383000,37046
614,384100,31485,324700,25414
615,739200,63898,695400,48978
616,625200,38136,660100,64439
701,335700,32622,297600,39190
702,247700,33030,184700,37591
703,-,**,-,**
704,77000,37127,66600,8524
705,290000,122554,181300,41279
706,183000,24723,105400,61305
709,170600,89848,162800,19126
710,161200,21894,160600,42065
711,195800,51418,242300,39835
712,178100,20123,205100,38390
713,196900,48540,123900,66615
714,155000,104804,115800,11252
716,270500,127488,241200,46482
719,208000,46774,167500,33783
720,217800,44281,174500,38596
721,254000,24500,188500,10005
722,230100,18795,196600,18285
723,245000,23911,208300,19338
724,210800,40495,163500,9927
725,184300,10794,166000,10856
726,209400,23445,178500,13161
727,246500,21336,192300,27117
728,177500,23742,139100,19572
729,233200,17853,165300,6099
730,249700,27678,214200,21226
731,202400,43066,163000,10102
732,72200,8214,54100,12479
733,158000,17970,136300,12619
734,230700,24909,154100,20407
735,236300,67674,172100,12540
736,160300,13767,182800,23937
737,153900,27725,177000,20961
738,190300,60248,132500,17771
739,183300,106621,164300,17584
740,140000,82577,122400,30391
743,161900,29784,127800,32183
744,194400,47078,145300,40644
801,218500,9988,196400,14147
802,239200,12629,198100,11845
804,224200,21307,150500,15576
805,342800,17477,337100,15109
806,290700,18186,221900,9566
807,296200,27388,223400,20183
808,295600,12839,270100,6982
809,267500,10861,228500,7687
810,259700,10732,220000,10040
811,291800,11507,275100,6628
812,324700,14760,308200,17433
813,297400,34441,315500,24549
901,537400,43460,482100,15708
902,392700,14759,392500,16085
903,389100,15369,375100,8909
904,375000,17172,345800,9064
905,408500,30355,357100,13520
906,507600,49671,445600,17329
907,504700,28664,460300,15721
1001,385800,29777,354200,34777
1002,420600,22790,347900,17023
1003,421900,23973,397700,27456
1051,651900,31696,608800,28266
1052,761100,61164,657200,40216
1101,269700,21877,227800,15226
1102.01,276500,11010,275100,14575
1102.02,340000,23138,327300,10504
1103.01,299100,16959,297200,17363
1103.02,417400,44014,373700,46625
1104,405900,18484,388200,14172
1105,428500,24409,381500,12942
1106,389600,19095,364800,12252
2001,313700,20102,263200,14339
2002,276500,15832,280800,24171
2003.01,386200,16701,355000,7811
2003.02,425000,16685,384300,13010
2051,398400,20579,382300,28759
2052,454700,23423,409500,25672
2053,344400,28740,309800,23486
2101,245200,32516,219000,35866
2102,315900,52227,254000,35476
2103,264300,15913,247600,23604
2104,256900,19078,242600,17077
2105,345500,15286,332400,16146
2106,275200,26882,252900,39597
2107.01,236200,65836,226900,77234
2107.02,285400,39092,198600,36267
2108,365500,16384,365700,27441
2109,386300,19676,362600,19886
2110,320800,20442,301100,22146
2111,-,**,-,**
2112,298500,19683,262300,14492
2113,347500,17416,323700,18080
2114,332800,16192,312700,16245
2201,382100,18780,322800,28065
2202,372800,19315,380300,13497
2203,345300,20212,346000,28909
2301,445600,31256,419800,25842
2302,438400,23908,398600,15080
2303,448000,23446,425300,36542
2304,450000,31905,412200,31472
2305.01,472900,37684,398800,26337
2305.02,422400,35251,366200,17910
2401,584400,39303,575000,32224
2402,656300,42236,618400,33965
2451,643400,22869,588800,23139
2452,608000,39559,596100,37108
2453,613000,58035,623600,60441
2454,800200,83545,674000,49831
2455,793000,61877,829800,52292
2456,793000,34681,779400,74186
2571,570100,38383,455800,29075
2572,242900,51725,180300,51159
9900,-,**,-,**
3301,285800,10594,264200,9654
4001,269700,10609,247500,17369
4002,373600,17747,351000,13464
4003,283500,10663,270200,6197
4051,225600,15188,193900,14507
4052,199300,13105,181900,9329
4053,183200,5483,170200,7073
4054.01,247300,20248,248400,16676
4054.02,149200,13409,135700,7945
4055,189200,9713,169600,13889
4056,209700,17495,165000,7407
4057,170000,12955,142200,9694
4058,250400,14236,235000,27458
4059,239700,10432,222100,13389
4060.01,219000,10235,196400,16062
4060.02,237000,8916,228100,11085
4061,193400,18296,192400,58439
4101.01,312500,26046,304900,27806
4101.02,335000,13850,324900,19402
4153,183000,18703,161300,24362
4154,154100,8034,149100,14493
4155,160500,11334,138800,21747
4156,162600,11028,127000,14481
4157,176900,16091,156400,14999
4158,180000,18067,196400,35164
4159,207300,72667,149000,26892
4160,201900,18381,187100,20969
4161,147300,19974,123300,24866
4162,160700,17583,99100,15225
4163,180300,10070,152800,11174
4164,223500,13914,215200,14917
4165,174600,10523,160400,2853
4166,168000,11367,157100,14179
4167,159100,6396,133500,14684
4168,182500,18853,164700,7847
4171,68800,162944,152300,69634
4172,166300,5446,153400,12328
4173,-,**,-,**
4174,166700,15602,178800,10443
4175,169800,7301,156200,11634
4204,229500,12207,234400,13510
4205,194200,13667,192400,17914
4206,200900,15112,186500,13107
4207,219400,11534,221500,18990
4301,244000,13779,231000,14481
4302.01,259300,34715,229700,37641
4302.02,358000,13379,347600,11138
4302.03,249500,10975,223000,9134
4303.01,338900,21982,335300,16531
4303.02,244000,13991,238900,13315
4304,261800,20087,264100,24124
4305,276700,14189,285300,18758
4306.01,193800,15437,271000,55361
4306.02,271300,19154,267400,14399
4601,357600,11319,352400,10313
4602.02,442200,42358,373200,55239
4602.03,523100,160739,532000,125135
4602.04,293300,43291,281800,24570
4603.01,347200,15456,340500,14485
4603.02,270800,13812,283200,13816
4621.01,332900,28054,355200,25317
4621.02,506300,52022,494700,57306
4622.01,367900,24443,342400,16183
4622.02,544200,65062,460200,53380
4641.01,363400,16126,340000,19502
4641.02,265600,16307,255300,25874
4661.01,306000,20870,304800,18279
4661.02,348900,13490,324300,13705
4662.01,362900,22934,333200,10800
4662.02,402200,23255,379400,18992
4663,331000,15252,313600,14023
4664,260700,21494,249700,37963
4681.01,332500,18300,324600,31224
4681.02,251800,14887,274100,11200
4701,274000,11810,288000,12490
4711,162000,5801,148400,12349
4712,147900,10627,152500,15171
4713,240500,15369,220600,11581
4714,299100,24774,296000,20184
4715,226200,13515,201600,11412
4731,232300,9760,211400,11188
4734,220700,10093,199200,8965
4735.01,287500,8262,280000,8566
4735.02,248400,19267,229100,16197
4736.01,266700,12100,245100,14798
4736.02,221000,13487,199100,24806
4737,209900,15621,171600,9610
4738,172200,9798,155300,17652
4761,208700,18914,194300,9282
4762,222700,10889,198300,11406
4763,203500,10744,183900,8030
4771.01,413300,30040,340000,25528
4771.02,280700,19534,264800,17276
4772,345000,19721,328200,35637
4803,184600,6684,160000,5501
4804,199900,8023,193500,11076
4805,187200,6717,160800,10900
4806,167800,34005,178500,26710
4807,198200,10122,188000,7138
4808,191500,7091,182500,10844
4809,194200,9545,176800,10632
4810,269000,14556,230200,6303
4811,198100,8017,176900,7806
4812,198000,18518,192300,8797
4813,212600,18326,179100,9752
4841,179800,18270,175200,23212
4842,270600,14866,239100,20068
4871,284500,11952,281300,15275
4872.01,275600,12197,284100,12312
4872.02,349900,12756,349500,12716
4873,247800,39614,327100,42855
4874,262100,12276,250300,14937
4875,232800,13841,253400,18494
4901,213700,15846,214300,12171
4903.02,331100,16871,320300,24391
4921,265800,17593,265800,13684
4922,255500,7895,244700,7757
4923,201300,11275,190100,10615
4924,271600,16011,257800,10591
4925,285900,12352,271400,13321
4926,332800,12511,324100,12757
4941,209900,11777,207600,14504
4942.01,269100,7670,243900,11964
4942.02,278700,20513,286800,16856
4943,228500,8295,225600,7603
4944,242000,8115,239500,8433
4945,217900,8526,223100,14496
4946,238300,8802,226100,13038
4961,234200,15051,187900,17808
4962,242100,7803,230500,3597
4963,270600,11442,283600,12596
4964,326700,28044,343100,21382
4965,404200,22792,437400,18606
4966,353300,15446,368400,22261
4967,232400,12859,217200,10840
4968,212600,9560,208600,9710
4969,272600,16242,308200,37832
4970,353500,14199,386200,15271
4971,282200,15084,273300,52442
4972,349300,26610,372800,20203
4973,288100,7723,295900,9918
4974,368700,14470,394100,20540
4975,346600,14077,354200,15917
4976,341700,13249,355400,10490
4977,531000,42817,551100,34203
5001,154200,38898,160500,8149
5002,177000,25842,165100,60199
5003,191500,149894,104800,28285
5004,-,**,-,**
5005,165900,31688,156900,17017
5007,-,**,-,**
5009,160200,31041,207300,105580
5012,135700,14096,119600,32909
5013,154500,187606,118800,50102
5014,137000,63059,178000,52855
5015,89700,88951,164000,11093
5017,-,**,163200,35875
5018,205000,173784,138300,34083
5021,175000,59287,165800,50504
5023,190100,10692,172800,18566
5024,215400,41138,165300,21820
5025,164000,5486,186100,19715
5026,195800,24098,164800,34492
5027,201600,29206,156900,17274
5028,214200,29222,178100,28544
5029,268400,72054,176600,163811
5030,253400,47135,123000,95730
5031,107800,36780,102200,58504
5033,99300,131976,192000,37566
5035,188300,13815,156100,20123
5037,185400,27195,156300,20986
5038,446700,89004,546900,535501
5039,156200,7629,137800,9499
5040,221200,30611,172000,27559
5041,192400,17481,174600,69280
5042,300700,84792,322000,74880
5043,117500,102412,143800,53326
5045,151300,15198,124200,51733
5048,185200,8721,163600,9230
5049,150300,23809,152100,11768
5101,203200,41380,168600,9667
5102,174500,13667,168000,9246
5103,162400,10928,150300,10740
5104,150100,90499,120300,31006
5105,184200,15833,169800,18986
5106,141700,13069,132400,7739
5107,169200,15531,146000,8437
5108,143500,19730,122400,17439
5109,189400,11911,180600,6138
5110,200400,11821,170300,6064
5111,219600,8009,171800,6815
5112,179900,14224,147500,11344
5113,167900,7824,139500,11810
5114,218000,9544,198400,8266
5141.01,239000,18281,208400,10414
5141.02,201500,28926,193500,9121
5142,181400,10147,158300,5513
5143,190500,7413,168300,4530
5144,178600,9227,161000,6833
5145,182700,6796,166900,4458
5146,172500,16883,161500,6340
5147,168000,41528,146500,17904
5148,176800,15776,151800,12683
5149,191400,6747,171200,7022
5150,253100,15616,236000,11348
5151.01,220300,18723,192400,14837
5151.02,302100,17784,268800,21153
5152,316800,16393,300200,17827
5201,347700,14671,353300,16527
5202.01,403900,34998,390400,22843
5202.02,439700,26474,431600,28651
5203.01,257300,22617,242500,19305
5203.02,246900,20870,223500,18878
5204,346400,8079,326200,18206
5205.01,387000,23479,436700,41368
5241,303000,19043,314600,27384
5242,269800,16138,263200,13821
5243,208200,8568,193600,8239
5244,174700,18087,155400,16228
5245.01,242000,32153,270600,62508
5245.02,417300,64754,463900,93189
5246,169000,40076,173100,63120
5247,162800,8212,153900,15206
9800,-,**,-,**
2501,543500,52603,495000,36478
2531,256600,36277,230600,13852
2532,353400,20323,321800,18648
2533,232300,18151,233500,14233
2534,354000,16922,352000,21414
2535,354300,15792,295500,14958
2536,253700,18970,253200,19032
2602,234600,12924,194800,17863
2611,517500,88199,418400,76829
2621,457700,66183,408500,52746
2632,446200,48211,439600,47166
2651,386200,23631,368500,20918
2661,376700,21209,363700,34141
2671,551800,68601,465900,43828
2681,653000,46305,595900,57425
2901,274500,15231,258500,17070
2931,293300,18004,262100,18509
2961,387000,41154,350800,18321
2983,259600,24109,243300,18011
2984,353600,30659,345900,19631
3001,313100,33236,343600,30091
3004,377900,38645,323700,22099
3005,331000,28388,286300,17305
3031,345400,22875,339000,16779
3061,271800,18543,305400,22083
3101,178300,7461,151000,9595
3102,171900,16807,120600,12350
3103,133900,21322,99000,9644
3104,186300,10478,162100,11069
3105,191900,8804,160900,7142
3106.01,234100,18331,192800,9973
3106.02,191200,7633,172400,7792
3107,160000,10250,142400,12788
3108.01,144900,15663,135700,12590
3108.03,181500,12013,155600,17711
3108.04,196000,25700,167500,12992
3201,182800,12048,147900,10678
3202,216900,23942,186000,13821
3421,365900,26238,353300,22329
3491,232100,24941,215400,31026
3492,228500,15430,190400,10235
3601,280000,10914,251800,20780
3602,316000,23266,296000,15012
3603,216500,15997,197200,13585
3604,237400,16126,193000,10996
3621.01,331500,50742,340100,24577
3621.02,381900,20087,357800,26399
4253,233400,21392,208700,13069
4254,235200,13466,198800,11863
4255,186700,10839,173500,10529
4256,319000,23539,330200,25154
5411,165600,8653,157900,8759
5412,250900,23064,240100,17072
5413,160200,8398,121800,9761
5414.01,297000,20174,284800,14111
5414.02,248300,21194,279800,35792
5415,178600,29391,196900,34738
5416,216700,39861,162500,61632
5417,182300,20210,190500,23503
5420,226800,10908,204600,13886
5421,244900,18014,217400,14127
5422,238700,10792,227000,13049
5501,280600,25275,263400,19836
5502.01,254300,18136,268600,18876
5502.02,292600,29463,250300,14758
5601,333700,11979,277200,35142
5602,231500,9605,220200,8780
5701,200700,13762,186400,13724
5702,271700,19074,260500,20986
5703,304800,23090,279200,19109
5801,294500,14059,297500,20416
5851,350800,11800,337800,17629
5901,328000,12798,305400,22900
5951.01,351400,13753,290700,19836
5951.02,271900,16346,249300,18086
6001,293600,23004,358400,28084
6101,284000,20032,296700,19409
6102,283200,13154,285400,23139
6103,291500,19750,282400,9775
6104,302600,19294,294300,17340
6201,282000,34302,274800,10145
6301,414700,38966,360600,19330
6401,396400,24305,369200,18447
6701,395900,21814,352500,17635
6702,410800,35650,398700,35593
6801,345200,18804,378900,34961
6802,294700,25131,322700,19341
9901,-,**,-,**
1201,232600,10223,185900,17265
1202,230900,29221,206400,22015
1251,260600,14545,226800,7618
1252,258300,23403,220500,30850
1253,254300,16600,173100,18934
1254,223200,23660,180500,16588
1301.01,260100,10127,226900,9307
1301.02,249600,18332,202200,28086
1302,310400,21948,279800,25211
1401,217600,92176,242000,47491
1402,300000,100762,-,**
1403,189400,73519,121700,17383
1404,175000,33620,279000,94266
1405,150000,57389,166300,27113
1406,193200,17552,150900,28507
1407,153100,73869,186400,23196
1408,151300,49351,122100,73334
1409,282600,15605,241400,37915
1410,316800,34786,322800,23020
1411,264300,18678,243000,16390
1412,205600,21000,159500,8591
1413,185300,13656,144600,21580
1414,254100,20357,199900,18793
1415,164000,19219,141000,11469
1416,144000,37471,182500,51804
1418,418100,68800,427100,150426
1419,543100,107264,459700,92832
1420,405600,68464,433300,56409
1421,241300,46980,174000,99643
1422,320800,43086,309700,104143
1423,173000,35369,161900,29907
1424,130400,17009,121700,71272
1425,219800,19945,198000,58901
1426.01,162600,13363,150600,16363
1426.03,169300,33770,148800,21563
1426.04,197800,36393,191200,26725
1427,192500,23994,170100,14055
1428,234800,10026,191600,9364
1501,339400,21841,300000,54433
1502,279400,14417,277100,16957
1503,260400,14123,264800,8824
1504,273100,12612,241700,12905
1505,291800,12523,310600,20840
1506,371800,23906,329900,19216
1507,378100,19430,359400,12813
1508,325800,18341,273400,13418
1509,393600,25145,364900,15276
1510,299000,23897,305200,28376
1511,348300,17846,327200,17902
1512,282000,21472,273100,25292
1541,215000,14856,164400,13554
1542,234000,23842,184200,12444
1545,207800,27189,163500,10009
1546,245400,20042,186700,20249
1547,244600,12423,241600,11370
1548,230300,8027,214600,11322
1549,210000,11763,205700,20642
1550,197600,15512,176000,21598
1551,214200,12372,165900,21369
1571,431400,29472,417900,30188
1572,416000,19322,385400,13019
1573,418000,39180,390000,17973
1574,382300,15821,370100,13498
1601,497700,34134,475200,22683
1602,476700,38631,481200,26773
1611,380800,21002,359100,20141
1651,222200,20767,211600,15363
1652,365700,27555,358400,16088
1653,287600,20353,277700,14227
1654,243100,12646,222300,16853
1655,182600,23726,172900,16555
1656,193000,10130,173800,8197
1657,195100,12984,164600,5730
1658.01,239500,33567,214900,18899
1658.02,270900,11119,245200,14304
1659,329100,17346,300400,19138
1660.01,230800,11941,206600,11099
1660.02,252600,12539,233100,15831
1671,354200,16929,348900,12842
1672.01,281100,7426,266200,8986
1672.02,279600,7041,275700,7763
1673,334100,13556,313000,25412
1701,185900,84395,153600,103216
1702,156700,13966,185500,19572
1703,163300,10902,137500,32172
1704,180100,13067,159000,7008
1705,236300,14026,214600,11667
1706,190300,13277,164800,13851
1707,196500,17412,164300,6452
1708,179100,18620,141800,16012
1709,167200,27191,168600,14278
1710,210900,66595,156500,32489
1711,201300,12064,166200,6405
1712,223400,7681,198700,11456
1713,190300,13504,169500,9827
1714,188400,14371,135600,11875
1715,153400,19480,135900,15321
1716,169300,9711,160800,7183
1717,209600,9518,187000,12059
1751,261400,12322,238100,24533
1752,230400,17440,227300,21896
1753,249400,14784,251300,12532
1754,229100,14392,211900,9501
1755,256900,15160,255800,14449
1756,250800,13236,254200,14275
1757,299300,22019,287300,19980
1758,351200,19256,339500,20544
1759,261400,12524,238600,14587
1760,356700,15746,352400,17273
1801,252500,13339,214000,13864
1802,212800,15162,186700,13618
1803,223600,16600,219700,14219
1804,243800,15857,222700,15044
1805,231000,26046,191500,15815
1806.01,215700,13048,195000,7135
1806.02,244000,13218,244400,19889
1841,280900,22233,257200,22155
1842,200100,11887,173800,8490
1843,342500,25507,316300,25950
1844,417800,35568,389800,39000
1845,366000,13204,360900,25019
1846,550000,106608,429300,44161
1847,246600,13089,254100,20447
1861,291400,13658,259500,18659
1862,329900,17635,296300,15904
1901,396700,32360,360000,18781
1902,539400,76640,498300,43307
1903.01,391000,18795,427400,27097
1903.02,390600,20286,336300,18354
1903.03,385600,38360,381100,30253
1941,580200,60772,520500,58161
1942.01,434000,23414,396700,19380
1942.02,478500,25522,428500,18554
3411,270100,21666,235100,22089
3431.01,364800,16261,344800,13577
3431.02,365800,25355,348600,20528
3432,325000,18251,291400,15634
3433,361100,13908,370200,26221
3434,340000,16831,310000,23233
3441,338900,18760,327000,21327
3442,417200,23244,429500,24431
3451,198200,28805,179900,17145
3452.01,220900,18217,178900,8622
3452.02,211800,8932,173000,12391
3453,198700,18779,180100,15594
3454,221300,29580,189100,20776
3461.01,366800,18204,354400,15824
3461.02,389900,25229,354600,15164
3471,294800,19927,313000,21069
3472,311900,23290,296800,21171
3481.11,378700,26351,342700,22529
3481.22,445400,22433,406400,21452
3481.23,406900,35260,382600,22298
3481.24,219100,33293,168100,20519
3481.25,173500,21323,199700,35266
3501,68900,283906,-,**
3502,122800,64642,102200,98046
3503,107500,11527,175000,149121
3504,198900,56634,104600,35761
3505,121200,42031,108900,11565
3508,171200,52074,153300,12918
3509,172900,14527,131200,6633
3510,146000,14821,120400,9039
3511,128900,17485,112500,11991
3512,119300,30397,112900,17963
3513,134800,20850,101900,11822
3514,132100,14463,115800,8638
3515,151100,9378,110700,7583
3516.01,152000,12015,118800,9741
3516.02,159800,7461,125600,8610
3517,139500,16419,115700,12149
3518,163700,17026,136600,9939
3519,187300,8843,174400,14935
3520,205800,9892,169200,7236
3521,170000,12139,121400,10492
3522,120900,12119,92700,4865
3523,146200,19425,147100,13566
3524,163800,11989,148000,16076
3525,132200,26998,125200,23253
3526,162100,5329,124600,13614
3527.01,126700,14209,104500,14346
3527.02,149900,17116,134200,9552
3528,178400,9750,147100,13639
3611,271900,24031,278700,32621
3612,227200,15249,234500,10043
3613,277700,26118,260600,21704
3614.01,121000,19486,114100,52555
3614.02,-,**,-,**
3615,188000,20959,149700,18304
9900,-,**,-,**
6501,526200,82449,513900,71985
6601.01,441900,28817,413900,36018
6601.02,396000,39736,392400,16782
6903,179200,12540,172500,19335
6904,176500,22580,148100,15872
